itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
1081,3.821,1.538,18.464,3.016,0.799,6.893,0.972,0.896,3.971,5.971,0.66,2.675,0.43,1.229,1.31,3.628,2.998,1.237,0.364,0.325,3.494,3.214,5.662,1.439,2.024
1082,3.543,1.644,21.48,2.727,0.787,7.812,1.112,0.952,5.182,6.47,0.696,2.967,0.45,1.288,1.414,4.486,3.204,1.501,0.409,0.345,3.657,3.188,5.914,1.47,2.088
1083,3.067,1.655,21.485,2.437,0.809,7.943,1.169,1.104,5.861,6.31,0.705,3.203,0.462,1.471,1.458,4.953,3.12,1.741,0.456,0.358,3.694,3.315,6.048,1.487,2.133
1084,2.501,1.568,18.541,2.204,0.838,7.26,1.102,1.309,5.862,5.62,0.703,3.391,0.474,1.673,1.447,4.891,2.71,1.875,0.491,0.361,3.56,3.46,6.082,1.472,2.176
1085,2.002,1.417,13.769,2.062,0.855,5.998,0.936,1.497,5.108,4.689,0.713,3.521,0.496,1.842,1.408,4.351,2.08,1.881,0.507,0.357,3.322,3.468,5.97,1.434,2.222
1086,1.689,1.241,8.58,2.0,0.852,4.53,0.742,1.588,3.939,3.825,0.748,3.571,0.532,1.968,1.367,3.43,1.42,1.8,0.507,0.353,2.962,3.286,5.615,1.399,2.253
1087,1.561,1.064,4.981,1.938,0.824,3.879,0.601,1.529,2.729,3.238,0.807,3.529,0.577,2.059,1.333,2.655,0.891,1.694,0.509,0.351,2.889,2.966,4.971,1.392,2.231
1088,1.562,0.898,3.234,1.818,0.777,4.079,0.576,1.326,1.888,2.986,0.868,3.415,0.619,2.135,1.298,2.019,0.581,1.626,0.532,0.351,2.949,2.616,4.175,1.429,2.122
1089,1.619,0.741,3.596,1.639,0.722,5.577,0.661,1.046,1.496,2.983,0.902,3.259,0.64,2.194,1.251,1.862,0.464,1.613,0.584,0.35,3.363,2.322,3.443,1.5,1.932
1090,1.695,0.602,4.655,1.465,0.676,7.397,0.803,0.779,1.491,3.074,0.886,3.09,0.627,2.195,1.184,1.829,0.457,1.629,0.659,0.346,3.695,2.12,2.972,1.588,1.708
1091,1.785,0.498,5.78,1.371,0.644,9.183,0.923,0.599,1.615,3.116,0.82,2.907,0.582,2.091,1.102,1.947,0.493,1.614,0.729,0.339,3.918,1.977,2.829,1.666,1.515
1092,1.866,0.444,6.358,1.374,0.625,10.111,0.962,0.535,1.686,3.065,0.726,2.712,0.517,1.879,1.028,2.025,0.566,1.526,0.762,0.333,3.746,1.841,3.036,1.709,1.396
