itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
1020,1.832,0.253,12.656,2.164,0.337,4.278,2.094,0.887,75.06,0.745,0.255,0.808,0.297,2.444,1.11,16.743,3.256,1.8,1.331,0.395,1.066,0.542,0.833,0.391,0.311
1021,1.539,0.257,9.817,2.487,0.351,4.548,1.999,1.003,67.006,0.712,0.248,0.683,0.294,2.308,1.011,16.985,3.673,1.385,1.15,0.39,1.803,0.725,1.052,0.391,0.314
1022,1.439,0.258,6.879,2.765,0.354,4.565,2.222,1.208,54.433,0.72,0.232,0.652,0.282,2.366,0.898,16.746,3.999,1.126,0.972,0.389,4.915,1.43,1.454,0.445,0.328
1023,1.47,0.254,4.532,2.874,0.341,4.369,2.621,1.459,48.316,0.749,0.21,0.718,0.266,2.596,0.795,15.461,4.415,1.009,0.847,0.393,11.847,2.931,2.056,0.6,0.356
1024,1.533,0.246,3.2,2.756,0.315,4.049,3.216,1.666,42.043,0.776,0.187,0.854,0.252,2.898,0.733,13.745,5.137,0.964,0.784,0.402,22.381,5.239,2.787,0.86,0.395
1025,1.553,0.234,2.816,2.423,0.281,3.696,4.227,1.728,39.014,0.785,0.168,1.012,0.242,3.111,0.74,12.956,6.536,0.948,0.774,0.418,34.318,7.939,3.469,1.167,0.438
1026,1.497,0.224,2.908,1.971,0.252,3.362,5.99,1.605,36.366,0.783,0.157,1.161,0.232,3.189,0.821,14.875,8.837,1.089,0.861,0.472,44.478,10.279,3.901,1.423,0.475
1027,1.374,0.221,3.241,1.491,0.232,3.068,8.603,1.331,29.386,0.779,0.154,1.267,0.22,3.186,0.954,21.568,12.102,1.643,1.136,0.61,49.01,11.506,3.933,1.533,0.5
1028,1.209,0.225,3.626,1.064,0.224,2.787,11.787,1.011,28.867,0.769,0.159,1.303,0.203,3.253,1.097,33.522,16.081,2.809,1.674,0.855,46.926,11.183,3.53,1.452,0.508
1029,1.018,0.237,3.858,0.742,0.226,2.527,14.758,0.785,22.44,0.74,0.173,1.26,0.188,3.597,1.21,48.656,20.23,4.496,2.456,1.179,38.285,9.42,2.813,1.207,0.503
1030,0.818,0.25,3.819,0.534,0.233,2.409,16.515,0.762,21.365,0.684,0.193,1.146,0.182,4.396,1.262,62.948,23.573,6.272,3.321,1.499,26.732,6.811,1.985,0.884,0.491
1031,0.642,0.264,3.551,0.441,0.247,2.254,16.552,0.99,17.151,0.608,0.216,0.999,0.192,5.696,1.243,71.362,25.172,7.537,4.028,1.709,15.367,4.178,1.257,0.587,0.478
1032,0.572,0.278,3.182,0.484,0.271,2.291,14.94,1.427,17.488,0.552,0.239,0.881,0.215,7.38,1.17,71.259,24.596,7.848,4.357,1.736,7.053,2.207,0.755,0.383,0.465
1033,0.699,0.296,2.878,0.679,0.304,2.294,12.341,1.946,15.845,0.558,0.256,0.85,0.242,9.116,1.078,61.789,22.079,7.115,4.228,1.568,2.66,1.162,0.521,0.287,0.453
1034,1.1,0.323,2.68,1.036,0.342,2.515,9.636,2.388,17.068,0.636,0.264,0.913,0.261,10.525,1.0,47.174,18.453,5.637,3.72,1.269,1.237,0.873,0.481,0.267,0.436
1035,1.722,0.358,2.715,1.492,0.389,2.96,7.554,2.627,17.765,0.768,0.262,1.043,0.265,11.257,0.951,30.76,14.807,3.925,3.03,0.942,1.18,0.947,0.542,0.273,0.413
1036,2.402,0.404,3.198,1.949,0.444,3.772,6.411,2.63,19.413,0.915,0.251,1.186,0.256,11.146,0.926,18.057,11.88,2.44,2.373,0.68,1.552,1.101,0.624,0.275,0.385
1037,2.947,0.456,3.924,2.31,0.504,4.916,6.116,2.468,22.246,1.023,0.237,1.282,0.242,10.194,0.912,10.269,9.904,1.45,1.9,0.529,1.832,1.243,0.692,0.274,0.357
1038,3.176,0.507,4.919,2.492,0.562,6.029,6.319,2.264,24.27,1.05,0.226,1.284,0.233,8.591,0.895,7.693,8.7,0.957,1.64,0.475,2.279,1.311,0.719,0.277,0.339
1039,3.016,0.545,5.65,2.47,0.603,6.904,6.704,2.136,26.924,0.995,0.219,1.179,0.233,6.683,0.875,7.824,7.9,0.778,1.52,0.478,2.548,1.288,0.696,0.284,0.335
1040,2.549,0.564,5.89,2.283,0.612,7.072,7.034,2.145,27.899,0.904,0.215,0.994,0.24,4.926,0.855,8.507,7.11,0.749,1.439,0.499,2.608,1.187,0.634,0.296,0.345
1041,1.946,0.562,5.506,1.995,0.582,6.745,7.174,2.255,27.643,0.843,0.208,0.781,0.246,3.534,0.833,9.279,6.202,0.801,1.335,0.529,2.433,1.038,0.558,0.306,0.363
1042,1.387,0.542,4.605,1.683,0.519,5.758,7.015,2.372,27.166,0.848,0.195,0.597,0.242,2.615,0.802,10.148,5.166,0.872,1.186,0.565,2.049,0.881,0.487,0.31,0.379
1043,0.986,0.512,3.472,1.395,0.436,4.73,6.553,2.404,26.248,0.927,0.178,0.484,0.224,2.067,0.764,10.847,4.031,0.912,1.004,0.599,1.681,0.74,0.432,0.303,0.386
1044,0.78,0.475,2.396,1.15,0.355,3.711,5.821,2.331,25.752,1.036,0.162,0.437,0.196,1.808,0.726,11.341,2.864,0.931,0.819,0.615,1.325,0.63,0.397,0.287,0.38
1045,0.724,0.431,1.627,0.962,0.289,3.209,4.981,2.22,26.037,1.104,0.154,0.445,0.165,1.741,0.707,11.748,1.83,0.963,0.661,0.604,1.124,0.566,0.377,0.27,0.367
1046,0.744,0.381,1.229,0.851,0.245,3.029,4.171,2.132,26.351,1.084,0.161,0.482,0.142,1.86,0.73,12.12,1.065,1.045,0.559,0.567,0.963,0.555,0.368,0.26,0.352
1047,0.804,0.328,1.093,0.829,0.217,3.067,3.461,2.08,26.901,0.979,0.181,0.537,0.134,2.039,0.802,12.267,0.633,1.18,0.519,0.514,0.903,0.59,0.372,0.269,0.346
1048,0.89,0.271,1.103,0.884,0.197,3.06,2.977,2.031,26.25,0.835,0.208,0.594,0.144,2.203,0.907,11.987,0.535,1.323,0.523,0.465,0.831,0.647,0.39,0.3,0.352
1049,1.006,0.216,1.15,1.0,0.18,2.944,2.775,1.948,24.96,0.72,0.233,0.653,0.167,2.311,1.008,11.146,0.737,1.422,0.538,0.434,0.85,0.728,0.427,0.352,0.366
1050,1.154,0.176,1.191,1.149,0.171,2.72,2.833,1.81,22.546,0.691,0.248,0.718,0.195,2.377,1.068,9.958,1.163,1.447,0.545,0.427,0.794,0.867,0.484,0.416,0.378
1051,1.329,0.16,1.246,1.336,0.173,2.443,3.147,1.629,19.783,0.774,0.249,0.793,0.219,2.429,1.064,8.672,1.703,1.397,0.538,0.438,0.855,1.11,0.557,0.48,0.382
1052,1.505,0.167,1.281,1.554,0.191,2.142,3.712,1.442,16.956,0.941,0.235,0.876,0.237,2.504,1.0,7.638,2.259,1.324,0.528,0.454,0.895,1.452,0.632,0.535,0.374
1053,1.633,0.188,1.355,1.764,0.226,1.86,4.47,1.289,14.731,1.129,0.214,0.951,0.249,2.614,0.899,6.933,2.746,1.315,0.53,0.469,1.014,1.819,0.693,0.573,0.357
1054,1.663,0.213,1.552,1.913,0.278,1.597,5.182,1.188,12.908,1.27,0.192,0.997,0.261,2.704,0.79,6.598,3.081,1.422,0.548,0.484,1.098,2.09,0.733,0.595,0.338
1055,1.568,0.237,1.91,1.96,0.344,1.385,5.557,1.134,11.618,1.321,0.176,0.99,0.274,2.747,0.693,6.602,3.243,1.656,0.574,0.503,1.204,2.173,0.75,0.604,0.323
1056,1.356,0.258,2.435,1.887,0.415,1.235,5.456,1.147,10.534,1.279,0.171,0.925,0.289,2.772,0.626,6.882,3.303,1.969,0.597,0.533,1.381,2.036,0.747,0.604,0.315
1057,1.075,0.278,3.075,1.712,0.473,1.165,5.022,1.275,10.534,1.172,0.172,0.818,0.299,2.857,0.604,7.383,3.386,2.264,0.612,0.574,1.592,1.726,0.723,0.591,0.312
