itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
565,2.564,0.718,2.805,2.897,0.846,3.436,0.547,0.988,2.326,1.065,0.36,1.525,0.322,0.835,0.639,2.662,1.146,1.098,0.763,0.281,1.932,3.928,1.423,0.726,0.334
566,2.387,0.705,2.911,2.782,0.853,3.831,0.631,0.829,2.324,1.188,0.373,1.67,0.334,0.797,0.616,2.204,1.129,1.037,0.775,0.239,1.852,3.926,1.465,0.651,0.328
567,2.079,0.703,2.865,2.565,0.86,4.108,0.741,0.704,2.244,1.421,0.377,1.931,0.336,0.836,0.568,1.958,1.244,1.041,0.78,0.199,1.731,3.674,1.548,0.588,0.323
568,1.767,0.713,2.734,2.382,0.862,4.251,0.856,0.641,2.314,1.751,0.37,2.301,0.337,0.953,0.514,1.93,1.504,1.114,0.792,0.171,1.601,3.243,1.686,0.547,0.315
569,1.564,0.731,2.627,2.327,0.858,4.277,0.934,0.643,2.511,2.099,0.361,2.683,0.347,1.106,0.472,1.923,1.845,1.216,0.812,0.162,1.544,2.753,1.833,0.531,0.302
570,1.525,0.754,2.614,2.408,0.844,4.23,0.948,0.698,2.881,2.355,0.36,2.934,0.376,1.243,0.463,1.993,2.146,1.273,0.829,0.175,1.595,2.328,1.903,0.552,0.291
571,1.67,0.772,2.776,2.584,0.817,4.106,0.934,0.795,3.423,2.429,0.38,2.943,0.431,1.332,0.494,2.026,2.303,1.227,0.838,0.225,1.784,2.07,1.839,0.634,0.293
572,1.965,0.78,3.004,2.785,0.774,3.936,0.945,0.933,3.859,2.307,0.43,2.699,0.512,1.38,0.558,2.09,2.299,1.093,0.848,0.33,2.02,2.011,1.637,0.796,0.319
573,2.345,0.775,3.312,2.951,0.715,3.741,1.026,1.114,4.259,2.065,0.508,2.313,0.612,1.438,0.647,2.026,2.256,0.944,0.89,0.523,2.239,2.127,1.386,1.023,0.38
574,2.723,0.759,3.477,3.054,0.651,3.55,1.207,1.326,4.458,1.813,0.608,1.945,0.727,1.572,0.78,1.94,2.353,0.874,1.01,0.863,2.362,2.397,1.208,1.256,0.486
575,3.026,0.747,3.7,3.07,0.622,3.579,1.439,1.54,4.3,1.637,0.724,1.714,0.858,1.822,0.993,1.874,2.693,0.932,1.249,1.397,2.45,2.774,1.169,1.418,0.639
576,3.211,0.756,3.9,3.005,0.667,3.911,1.654,1.717,4.046,1.569,0.843,1.662,0.998,2.175,1.308,2.073,3.246,1.107,1.605,2.096,2.622,3.188,1.253,1.45,0.826
577,3.277,0.792,4.479,2.885,0.797,4.864,1.801,1.817,3.642,1.577,0.951,1.74,1.132,2.542,1.703,2.728,3.827,1.328,2.013,2.83,2.959,3.549,1.383,1.342,1.022
578,3.225,0.854,5.118,2.689,0.987,6.009,1.835,1.81,3.392,1.576,1.031,1.83,1.231,2.805,2.105,3.81,4.198,1.514,2.376,3.409,3.392,3.756,1.493,1.149,1.187
579,3.085,0.941,5.937,2.427,1.187,7.305,1.754,1.704,3.14,1.518,1.065,1.85,1.265,2.886,2.413,5.195,4.178,1.6,2.602,3.657,3.846,3.777,1.587,0.97,1.282
580,2.886,1.046,6.405,2.147,1.347,8.052,1.6,1.532,2.95,1.396,1.045,1.764,1.216,2.774,2.541,6.419,3.736,1.576,2.65,3.497,4.157,3.667,1.701,0.888,1.28
581,2.64,1.156,6.498,1.901,1.433,8.137,1.412,1.34,2.813,1.249,0.972,1.606,1.086,2.513,2.456,7.154,2.993,1.472,2.538,2.992,4.207,3.492,1.852,0.931,1.18
582,2.348,1.251,6.145,1.727,1.437,7.465,1.218,1.17,2.669,1.154,0.859,1.467,0.906,2.191,2.203,7.13,2.191,1.35,2.318,2.31,3.95,3.301,2.014,1.056,1.009
583,2.037,1.302,5.501,1.639,1.367,6.301,1.043,1.04,2.543,1.182,0.729,1.439,0.72,1.894,1.873,6.33,1.552,1.285,2.053,1.656,3.448,3.125,2.138,1.176,0.811
584,1.744,1.292,4.81,1.616,1.246,5.026,0.91,0.96,2.395,1.351,0.607,1.559,0.568,1.68,1.568,4.997,1.21,1.322,1.778,1.175,2.869,2.956,2.175,1.216,0.631
585,1.475,1.22,4.272,1.591,1.102,3.998,0.831,0.935,2.291,1.622,0.508,1.791,0.47,1.562,1.35,3.516,1.16,1.448,1.506,0.909,2.366,2.747,2.108,1.151,0.499
586,1.266,1.102,4.005,1.52,0.965,3.405,0.796,0.971,2.218,1.914,0.435,2.045,0.423,1.516,1.222,2.297,1.283,1.6,1.249,0.806,2.008,2.438,1.94,1.018,0.422
587,1.132,0.975,3.865,1.384,0.864,3.123,0.768,1.069,2.191,2.133,0.388,2.219,0.41,1.499,1.149,1.543,1.433,1.689,1.017,0.769,1.776,2.025,1.685,0.88,0.393
588,1.068,0.876,3.748,1.227,0.826,2.977,0.714,1.218,2.23,2.204,0.368,2.235,0.414,1.45,1.091,1.227,1.517,1.654,0.83,0.731,1.598,1.593,1.378,0.804,0.395
589,1.054,0.825,3.472,1.096,0.859,2.734,0.636,1.394,2.274,2.096,0.377,2.065,0.427,1.331,1.037,1.166,1.497,1.477,0.712,0.685,1.425,1.22,1.064,0.826,0.416
590,1.06,0.826,3.115,1.027,0.951,2.44,0.554,1.569,2.246,1.84,0.412,1.753,0.446,1.137,0.991,1.189,1.397,1.192,0.674,0.643,1.237,0.957,0.788,0.946,0.444
591,1.054,0.867,2.887,1.044,1.076,2.333,0.507,1.725,2.288,1.516,0.464,1.407,0.468,0.9,0.958,1.258,1.296,0.882,0.714,0.615,1.098,0.8,0.586,1.131,0.475
592,1.019,0.931,2.99,1.149,1.203,2.698,0.507,1.862,2.289,1.212,0.517,1.137,0.49,0.659,0.944,1.317,1.262,0.637,0.813,0.601,1.068,0.728,0.483,1.331,0.514
593,0.964,1.001,3.523,1.336,1.309,3.656,0.544,1.988,2.259,0.994,0.555,1.014,0.508,0.459,0.951,1.364,1.357,0.514,0.945,0.594,1.182,0.732,0.496,1.494,0.564
