itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
598,11.735,2.023,194.247,7.382,2.192,89.366,2.357,1.282,5.479,3.752,0.978,2.514,1.562,1.615,0.686,8.522,3.109,2.059,1.647,0.76,4.327,2.666,1.655,2.148,0.966
599,10.753,2.054,185.359,6.948,2.262,85.811,2.13,1.157,5.999,3.712,1.184,2.431,1.808,1.588,0.777,8.484,2.703,1.914,1.745,0.797,4.478,2.667,1.666,2.434,1.044
600,8.925,2.01,153.191,6.263,2.274,72.357,2.044,1.008,6.644,3.418,1.38,2.276,1.953,1.639,0.85,8.588,2.546,1.891,1.791,0.827,4.75,2.798,1.874,2.607,1.096
601,6.861,1.875,106.282,5.719,2.212,52.018,2.071,0.865,7.206,2.926,1.522,2.049,1.979,1.664,0.888,8.377,2.616,1.874,1.733,0.842,5.119,2.959,2.14,2.616,1.115
602,5.107,1.667,62.606,5.525,2.084,33.79,2.151,0.751,7.756,2.392,1.578,1.848,1.901,1.616,0.884,8.575,2.833,1.802,1.567,0.839,5.684,3.043,2.287,2.469,1.102
603,3.872,1.417,30.382,5.593,1.906,20.715,2.187,0.666,8.371,1.957,1.539,1.743,1.758,1.495,0.84,8.697,3.047,1.701,1.327,0.816,6.457,2.986,2.194,2.209,1.064
604,3.151,1.162,14.352,5.661,1.691,15.079,2.188,0.603,8.814,1.739,1.421,1.789,1.59,1.409,0.768,9.042,3.161,1.712,1.077,0.777,7.19,2.828,1.911,1.892,1.011
605,2.733,0.952,9.27,5.424,1.463,13.667,2.153,0.561,9.246,1.713,1.263,1.924,1.43,1.398,0.69,9.263,3.098,1.921,0.881,0.732,7.844,2.637,1.544,1.576,0.961
606,2.472,0.842,8.915,4.812,1.259,13.624,2.149,0.543,9.344,1.784,1.114,2.051,1.292,1.459,0.636,9.216,2.887,2.285,0.785,0.699,7.933,2.533,1.222,1.305,0.932
607,2.269,0.851,8.922,3.93,1.113,12.92,2.203,0.546,9.345,1.824,1.008,2.053,1.18,1.513,0.623,8.904,2.599,2.639,0.792,0.692,7.768,2.553,0.995,1.093,0.937
608,2.062,0.96,8.486,3.01,1.046,11.27,2.297,0.57,9.098,1.759,0.957,1.889,1.09,1.495,0.651,8.153,2.318,2.82,0.881,0.714,7.136,2.646,0.864,0.935,0.974
609,1.887,1.123,7.986,2.302,1.055,9.486,2.389,0.615,8.767,1.557,0.952,1.579,1.02,1.365,0.708,7.172,2.081,2.736,1.041,0.754,6.558,2.705,0.767,0.826,1.021
610,1.742,1.283,7.575,1.927,1.12,7.799,2.436,0.682,8.513,1.255,0.968,1.21,0.97,1.151,0.773,6.173,1.876,2.415,1.283,0.796,6.003,2.664,0.657,0.767,1.052
