itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
45,7.329,0.927,34.45,5.665,0.744,25.105,7.433,2.799,10.706,1.773,0.866,2.453,0.847,4.49,1.192,10.513,5.518,2.087,1.624,0.639,13.783,4.694,2.425,1.73,3.591
46,6.837,0.93,21.483,6.223,0.783,18.347,7.152,2.949,11.379,1.455,0.819,2.291,0.735,4.156,1.152,11.802,6.068,2.14,1.738,0.645,17.604,6.22,2.762,1.838,3.802
47,8.526,1.106,18.027,8.26,0.946,19.21,7.195,2.979,12.884,1.691,0.73,2.432,0.614,3.741,1.117,17.108,7.249,2.448,1.9,0.636,25.186,7.915,3.243,2.045,3.94
48,12.397,1.51,26.907,11.661,1.269,29.845,7.708,2.954,15.698,2.413,0.625,2.732,0.503,3.398,1.113,26.474,8.964,3.06,2.142,0.631,36.539,9.92,3.677,2.377,3.942
49,17.597,2.104,45.425,15.735,1.746,49.109,8.928,2.988,22.506,3.589,0.535,3.258,0.426,3.351,1.156,40.854,10.833,3.982,2.428,0.648,51.111,12.003,4.08,2.8,3.807
50,22.974,2.75,64.706,19.629,2.304,69.077,10.624,3.157,30.179,4.949,0.481,3.958,0.398,3.638,1.237,56.262,12.333,4.999,2.661,0.687,65.493,13.689,4.369,3.208,3.585
51,27.088,3.26,79.924,22.294,2.814,84.64,12.3,3.428,37.658,6.194,0.469,4.779,0.419,4.097,1.32,68.633,13.042,5.803,2.73,0.729,75.26,14.483,4.485,3.459,3.349
52,28.545,3.488,85.082,22.752,3.165,90.009,13.346,3.677,41.612,6.97,0.488,5.525,0.477,4.419,1.357,73.205,12.666,6.109,2.578,0.747,77.507,14.003,4.358,3.466,3.169
53,26.938,3.392,76.459,20.854,3.298,81.659,13.58,3.752,43.529,7.094,0.518,5.948,0.556,4.349,1.312,67.747,11.347,5.808,2.247,0.726,70.814,12.417,3.951,3.27,3.087
54,25.388,3.179,57.948,19.623,3.313,62.842,14.842,3.729,49.347,6.857,0.615,6.098,0.702,4.416,1.219,55.448,10.619,5.516,2.025,0.736,58.697,11.675,3.803,3.242,3.159
55,38.659,4.374,51.467,32.36,4.614,53.759,26.924,4.877,75.365,10.66,1.274,10.02,1.387,8.583,1.434,54.915,19.185,9.021,3.334,1.282,60.889,22.253,7.863,5.087,3.816
56,87.768,9.637,99.011,77.85,9.748,93.266,64.997,9.545,134.457,25.969,3.431,24.765,3.437,23.167,2.615,102.074,50.834,22.204,8.437,3.226,117.83,61.259,22.706,11.427,5.898
57,185.033,20.962,235.894,167.22,20.686,213.222,137.973,19.529,237.328,56.96,7.82,54.493,7.401,52.001,5.285,223.591,115.182,48.459,18.77,7.151,257.119,140.735,52.606,23.897,10.091
58,320.521,37.938,460.964,291.262,36.996,412.984,239.398,34.515,369.932,100.479,14.281,96.466,13.017,92.299,9.395,414.709,207.966,84.913,33.575,12.795,473.178,255.228,94.895,41.438,16.356
59,461.085,57.106,730.591,419.671,55.275,654.727,345.277,51.503,499.637,145.701,21.51,140.538,19.071,134.152,14.158,634.884,308.766,122.414,49.526,18.941,720.657,379.139,139.512,59.964,23.647
60,562.165,72.979,958.384,511.932,70.225,861.438,422.874,65.671,594.308,178.03,27.46,172.831,23.811,164.115,18.274,812.851,387.238,148.74,61.829,23.835,919.836,474.992,172.482,73.807,30.142
